CustomerKey;FullName;Gender;DateFirstPurchanse;CustomerCity
12991;Jésus Serrano;Male;2019-04-17;Darlinghurst
13021;Kendra Diaz;Female;2019-04-17;Milsons Point
12701;Gary Gutierrez;Male;2019-04-17;Newcastle
15351;Steve Lu;Male;2019-04-17;Burien
19302;Brad Xie;Male;2019-04-17;Birmingham
26339;Cindy James;Female;2019-04-17;Walla Walla
26190;Arthur Suri;Male;2019-04-17;Malabar
28713;Franklin Nath;Male;2019-04-17;Colombes
20470;Melissa Gonzales;Female;2019-04-17;Royal Oak
21966;Ross Sai;Male;2019-04-17;South Melbourne
22199;David Lee;Male;2019-04-17;Geelong
20851;Frank Sanz;Male;2019-04-18;Leeds
20848;Vincent Liu;Male;2019-04-18;Peterborough
26321;Randall Blanco;Male;2019-04-18;Burnaby
25992;Stephanie Flores;Female;2019-04-18;Victoria
19305;Gabriella Young;Female;2019-04-18;Billericay
14790;Terry Tang;Male;2019-04-18;Les Ulis
14708;Evelyn Kapoor;Female;2019-04-18;Paris
13462;Jay Sara;Male;2019-04-18;Bellingham
12702;Yolanda Shan;Female;2019-04-18;Townsville
13011;Anne Ortega;Female;2019-04-19;Geelong
13012;Krystal Hu;Female;2019-04-19;Goulburn
13050;Dennis Zeng;Male;2019-04-19;Cloverdale
13464;Martha Hu;Female;2019-04-19;Beverly Hills
18157;Isabella Hall;Female;2019-04-19;Frankfurt
16553;Gabriella Roberts;Female;2019-04-19;Esher-Molesey
26481;Luke Young;Male;2019-04-19;La Jolla
24901;Clarence She;Male;2019-04-19;Newcastle
28689;Kelvin Zhang;Male;2019-04-19;Paris
22030;Barbara Shen;Female;2019-04-19;Seaford
25989;Jeremy Price;Male;2019-04-20;Sooke
26344;Natalie Hughes;Female;2019-04-20;Los Angeles
26373;Mariah Reed;Female;2019-04-20;Oak Bay
16541;Micah Hu;Male;2019-04-20;Billericay
16263;Eduardo Robinson;Male;2019-04-20;Ingolstadt
16290;Russell Nath;Male;2019-04-20;Frankfurt am Main
15347;Deanna Alonso;Female;2019-04-20;Bellflower
13075;Kelvin Lin;Male;2019-04-21;Bendigo
13076;Craig Munoz;Male;2019-04-21;Perth
13035;Kristy Torres;Female;2019-04-21;Rockhampton
12996;Jaclyn Liu;Female;2019-04-21;Cloverdale
16573;Ruben Dominguez;Male;2019-04-21;London
17206;Spencer Gonzales;Male;2019-04-21;Tremblay-en-France
19276;Ruben Sai;Male;2019-04-21;Paris La Defense
16562;Colleen Zhang;Female;2019-04-22;Oxford
12999;Nichole Shen;Female;2019-04-22;Malabar
13077;Alejandro Goel;Male;2019-04-22;Rhodes
13049;Autumn Wang;Female;2019-04-22;Gold Coast
14714;Meghan Diaz;Female;2019-04-22;Orleans
27082;Zachary Taylor;Male;2019-04-22;Port Hammond
21999;Julia Barnes;Female;2019-04-22;Geelong
20468;Olivia Richardson;Female;2019-04-22;Sooke
29336;Nathaniel Bailey;Male;2019-04-22;Shawnee
20556;Glenn Sun;Male;2019-04-23;Leipzig
28724;Marvin Navarro;Male;2019-04-23;Paris
29159;Emma Morgan;Female;2019-04-23;Vancouver
26351;Emma Moore;Female;2019-04-23;Oakland
24903;Tracy Black;Female;2019-04-23;Hawthorne
13001;Clarence Zhang;Male;2019-04-23;Sunbury
13006;Whitney Rana;Female;2019-04-23;Geelong
13079;Edwin Bhat;Male;2019-04-24;South Melbourne
12282;Nicolas Tang;Male;2019-04-24;Woolston
14796;Michael Miller;Male;2019-04-24;Paris
13468;Mariah Sanders;Female;2019-04-24;Portland
17216;Kathleen Ramos;Female;2019-04-24;Roubaix
24900;Ebony Perez;Female;2019-04-24;North Ryde
26188;Geoffrey Sara;Male;2019-04-24;Rockhampton
26486;Andrea Cook;Female;2019-04-24;Los Angeles
22171;Meredith Gonzalez;Female;2019-04-24;Cranbourne
21982;Deborah Lal;Female;2019-04-25;Bendigo
29154;Eduardo Bennett;Male;2019-04-25;Langley
29281;Charles Anderson;Male;2019-04-25;Vancouver
26192;Noah Hill;Male;2019-04-26;Hervey Bay
22194;Bruce Sai;Male;2019-04-26;Lavender Bay
16561;Kurt Yuan;Male;2019-04-26;Leeds
16531;Lacey Gao;Female;2019-04-26;London
16270;Jerome Hernandez;Male;2019-04-26;Berlin
14106;Melissa Hughes;Female;2019-04-26;Oakland
13010;Erica Ye;Female;2019-04-27;Townsville
12994;Anna Martinez;Female;2019-04-27;Townsville
21969;Latoya Deng;Female;2019-04-27;Malabar
21987;Theodore Dominguez;Male;2019-04-27;East Brisbane
20549;Jennifer Morris;Female;2019-04-27;Hamburg
26167;Jaclyn Zhao;Female;2019-04-27;St. Leonards
26191;Jon Wang;Male;2019-04-28;Goulburn
26484;Fernando Patterson;Male;2019-04-28;Bellflower
28690;Cory Chandra;Male;2019-04-28;Les Ulis
21974;Whitney Suri;Female;2019-04-28;Melton
22193;Toni Garcia;Female;2019-04-28;Seaford
12700;Mindy Kumar;Female;2019-04-28;Hawthorne
14109;Aidan Gonzales;Male;2019-04-28;San Diego
13450;Victoria Jones;Female;2019-04-28;Oregon City
13477;Katherine Wood;Female;2019-04-28;Imperial Beach
14791;Ashlee Deng;Female;2019-04-28;Paris
14802;Audrey Moreno;Female;2019-04-28;Les Ulis
17196;Douglas Fernandez;Male;2019-04-28;Paris
16271;Michele Gutierrez;Female;2019-04-29;Berlin
16554;Casey Chander;Female;2019-04-29;Warrington
15349;Stephanie Gonzalez;Female;2019-04-29;Torrance
14095;Paige Griffin;Female;2019-04-29;National City
26189;Pedro Serrano;Male;2019-04-29;Seaford
22400;Ruben Martin;Male;2019-04-30;South Melbourne
22412;Drew Andersen;Male;2019-04-30;Melbourne
20590;Todd Zhang;Male;2019-04-30;Frankfurt
13657;Kaylee Collins;Female;2019-04-30;Lebanon
15398;Jose Wang;Male;2019-04-30;Oakland
16588;Andre Martinez;Male;2019-04-30;London
12128;Kristy Munoz;Female;2019-05-01;Berlin
22575;Orlando Blanco;Male;2019-05-01;Melbourne
22576;Tony Xu;Male;2019-05-01;North Ryde
26546;Miguel Bennett;Male;2019-05-01;Imperial Beach
26513;Stacy Moreno;Female;2019-05-02;Bellingham
24905;Kelsey Nara;Female;2019-05-02;Newcastle
22580;Alexis Long;Female;2019-05-02;Gold Coast
20546;Ruth Fernandez;Female;2019-05-02;Burnaby
20859;Roy Romero;Male;2019-05-02;London
16389;Arturo Shen;Male;2019-05-02;Berlin
13489;Jennifer Walker;Female;2019-05-03;Portland
13712;Nancy Martinez;Female;2019-05-04;Beaverton
14112;Charles Sanchez;Male;2019-05-04;Colma
16307;Kelli Sun;Female;2019-05-04;Salzgitter
20716;Kristina Arun;Female;2019-05-04;Hannover
26439;Isaac Morris;Male;2019-05-04;Caloundra
26442;Barbara Huang;Female;2019-05-04;Matraville
26436;Briana Carlson;Female;2019-05-05;Bendigo
22410;Cassandra Arthur;Female;2019-05-05;Hervey Bay
22207;Nancy Sanchez;Female;2019-05-05;Lane Cove
16309;Desiree Ortega;Female;2019-05-05;Dresden
19312;Valerie Zheng;Female;2019-05-05;London
15388;Victoria Smith;Female;2019-05-05;Downey
14851;Karla Tang;Female;2019-05-05;Roissy en Brie
14930;Cindy Sara;Female;2019-05-05;Bobigny
13080;Denise Mehta;Female;2019-05-05;Perth
14115;Samantha Gonzales;Female;2019-05-06;Corvallis
14239;Maria Peterson;Female;2019-05-06;Lakewood
20598;Jackson Powell;Male;2019-05-06;Bottrop
22582;Evelyn Madan;Female;2019-05-06;Townsville
26534;Fernando Smith;Male;2019-05-06;Oakland
26521;Nathan Taylor;Male;2019-05-07;Puyallup
24910;Terrance Madan;Male;2019-05-07;Silverwater
22571;Armando Vazquez;Male;2019-05-07;Milsons Point
20483;Austin Kumar;Male;2019-05-07;Shawnee
22202;Roberto Diaz;Male;2019-05-07;St. Leonards
13082;Juan Peterson;Male;2019-05-07;Cranbourne
16829;Wayne Lal;Male;2019-05-07;Runcorn
12130;Suzanne Zhou;Female;2019-05-08;Paderborn
14818;Diane Ruiz;Female;2019-05-08;Colombes
15374;Donna Kumar;Female;2019-05-08;Burlingame
22857;Julio Romero;Male;2019-05-08;Warrnambool
22845;Jake Chen;Male;2019-05-09;Sydney
22578;Juan Vazquez;Male;2019-05-09;Seaford
20720;Regina Subram;Female;2019-05-09;Hamburg
26491;Riley Sanchez;Female;2019-05-09;Bellingham
12213;Alejandro Lal;Male;2019-05-09;München
12299;Walter Serrano;Male;2019-05-09;West Sussex
16823;Stacy Ruiz;Female;2019-05-09;Liverpool
16822;Marshall Lin;Male;2019-05-10;Peterborough
16298;Adrienne Sanz;Female;2019-05-10;Hamburg
19280;Darrell Andersen;Male;2019-05-10;Paris
11614;Katrina Sharma;Female;2019-05-10;Offenbach
26536;Katherine Thomas;Female;2019-05-10;Glendale
26575;Toni Gonzalez;Female;2019-05-10;Burlingame
26433;Nelson Rubio;Male;2019-05-10;Silverwater
22408;Clarence Shan;Male;2019-05-10;South Melbourne
22402;Clarence Xie;Male;2019-05-10;Rockhampton
22581;Theresa Vazquez;Female;2019-05-10;Wollongong
22851;Kaylee Edwards;Female;2019-05-10;Caloundra
22854;Ebony Mehta;Female;2019-05-11;Townsville
26438;Alisha Shen;Female;2019-05-11;Malabar
14848;George Louverdis;Male;2019-05-11;Dunkerque
13714;Amanda Ward;Female;2019-05-11;Milwaukie
19322;Gerald Romero;Male;2019-05-11;London
16938;Abigail Williams;Female;2019-05-11;Newcastle upon Tyne
16327;Darren Diaz;Male;2019-05-12;Salzgitter
13484;Marcus Martinez;Male;2019-05-12;Bellflower
26539;Faith Hayes;Female;2019-05-12;Burlingame
22904;Mitchell Shen;Male;2019-05-12;Hobart
13704;Victoria Davis;Female;2019-05-13;Walla Walla
13658;Wyatt Bennett;Male;2019-05-13;Redmond
13653;Tony Chander;Male;2019-05-13;Burien
11613;Meredith Prasad;Female;2019-05-13;Leipzig
16313;Hailey Russell;Female;2019-05-13;Paderborn
16827;Jeffery Chen;Male;2019-05-14;Wokingham
15379;Amanda Griffin;Female;2019-05-14;San Diego
26545;Taylor Ross;Female;2019-05-14;Downey
26600;Michelle Gray;Female;2019-05-15;Redwood City
24908;Marc Blanco;Male;2019-05-15;Caloundra
22583;Troy Sara;Male;2019-05-15;Hervey Bay
13705;Blake Mitchell;Male;2019-05-15;Portland
12125;Diana Ortega;Female;2019-05-15;Mühlheim
16828;Logan Mitchell;Male;2019-05-15;Oxford
17633;Gary Dominguez;Male;2019-05-15;Paris
16316;Kelli Hu;Female;2019-05-15;Berlin
16297;Deanna Garcia;Female;2019-05-16;Frankfurt
12286;Nathan Jenkins;Male;2019-05-16;Peterborough
15371;Cameron Bryant;Male;2019-05-16;Walla Walla
22579;Kara Lal;Female;2019-05-16;Port Macquarie
20862;Marshall Sutton;Male;2019-05-16;London
26443;Kathryn She;Female;2019-05-16;Townsville
26440;Devin Green;Male;2019-05-17;Melbourne
26422;Pedro Suri;Male;2019-05-17;Warrnambool
26499;Renee Ruiz;Female;2019-05-17;Bellflower
22401;Ian Price;Male;2019-05-17;Rockhampton
22399;Arthur Fernandez;Male;2019-05-17;Milsons Point
13702;Jessie Suarez;Female;2019-05-17;Chula Vista
19292;Micah Lin;Male;2019-05-17;Paris
18164;Alisha Wang;Female;2019-05-18;Salzgitter
16595;Cameron Anderson;Male;2019-05-18;Runcorn
26537;Wyatt Perez;Male;2019-05-18;Walla Walla
26601;Kyle Gonzalez;Male;2019-05-18;Novato
26538;Warren Black;Male;2019-05-19;Bellflower
26509;Seth Taylor;Male;2019-05-19;Tacoma
26445;Aidan Foster;Male;2019-05-19;Caloundra
22407;Carolyn Gonzalez;Female;2019-05-19;Lavender Bay
22201;Lindsey Luo;Female;2019-05-19;Townsville
15369;Connor Perez;Male;2019-05-19;Burien
12225;Kathleen Ortega;Female;2019-05-19;Poing
12226;Faith Ward;Female;2019-05-19;Hof
13089;Elizabeth Alexander;Female;2019-05-19;Townsville
12292;Nicolas Kumar;Male;2019-05-20;Berks
12289;Joseph Taylor;Male;2019-05-20;Stoke-on-Trent
15380;Nathan Robinson;Male;2019-05-20;Kirkland
16409;Ebony Moreno;Female;2019-05-20;Berlin
17634;Kaitlin Rana;Female;2019-05-20;Les Ulis
20719;Lawrence Alvarez;Male;2019-05-20;Salzgitter
26482;Sydney Hill;Female;2019-05-20;Royal Oak
26511;Charles Weisman;Male;2019-05-21;Woodland Hills
22409;Candace Madan;Female;2019-05-21;Hervey Bay
16594;Andrew Jones;Male;2019-05-21;Peterborough
15365;Victoria Gray;Female;2019-05-21;Glendale
14116;Brianna Torres;Female;2019-05-22;Sedro Woolley
14120;Gabrielle Cooper;Female;2019-05-22;Berkeley
22573;Lance Sanz;Male;2019-05-22;Goulburn
26581;Mariah Patterson;Female;2019-05-22;Bellingham
26444;Pamela Lopez;Female;2019-05-22;North Ryde
26423;Hector Gutierrez;Male;2019-05-23;Cranbourne
26579;Hunter Hayes;Male;2019-05-23;Santa Monica
26530;Riley Morgan;Female;2019-05-23;Lake Oswego
26510;Jack Scott;Male;2019-05-23;Lemon Grove
22850;Devon Luo;Male;2019-05-23;Rhodes
22203;Alisha Zheng;Female;2019-05-23;Seaford
15367;Alyssa White;Female;2019-05-23;Portland
15396;Julia Wilson;Female;2019-05-23;Olympia
14813;Madison Hayes;Female;2019-05-23;Lille
16598;Kate Rai;Female;2019-05-23;Bury
16831;Theodore Vazquez;Male;2019-05-24;Gloucestershire
14925;Ashley Hughes;Female;2019-05-24;Dunkerque
13700;Evan Howard;Male;2019-05-24;Daly City
22411;Amy He;Female;2019-05-24;Wollongong
20856;Tiffany Hu;Female;2019-05-24;Leeds
22860;Cedric Kumar;Male;2019-05-24;Hawthorne
26520;Chloe Ramirez;Female;2019-05-24;Edmonds
26532;Angela Barnes;Female;2019-05-24;Concord
22572;Karen Cai;Female;2019-05-25;Wollongong
20852;Yolanda Raje;Female;2019-05-25;Berkshire
15394;Natalie Wilson;Female;2019-05-25;Lemon Grove
12218;Mitchell Xu;Male;2019-05-25;Berlin
12129;Wendy Alvarez;Female;2019-05-25;Leipzig
16390;Mario Nath;Male;2019-05-25;Offenbach
17641;Lorrin Smith-Bates;Male;2019-05-26;Pantin
19282;Hailey Wood;Female;2019-05-26;Villeneuve-d'Ascq
19287;Shane Chandra;Male;2019-05-26;Paris
14926;Juan Rogers;Male;2019-05-26;Saint-Denis
14117;Emma Cook;Female;2019-05-26;Yakima
14240;Caroline Foster;Female;2019-05-26;Kirkland
20864;Grace Howard;Female;2019-05-26;Leeds
26496;Cassidy Griffin;Female;2019-05-26;Westminster
26437;Tiffany Zhu;Female;2019-05-26;Rockhampton
26435;Yolanda Goel;Female;2019-05-26;Bendigo
24909;Grant Yuan;Male;2019-05-26;Springwood
27085;Christian Wilson;Male;2019-05-26;Newton
27099;Zachary Williams;Male;2019-05-26;Haney
27101;Eduardo Bell;Male;2019-05-26;Langford
27102;Katherine Miller;Female;2019-05-27;Newton
20863;Erica Xu;Female;2019-05-27;Oxford
22406;Kelvin Shen;Male;2019-05-27;Malabar
13713;Alexander Walker;Male;2019-05-27;Sedro Woolley
13081;Krista Ruiz;Female;2019-05-27;Hervey Bay
16945;Brianna Kelly;Female;2019-05-27;Gateshead
16589;Martin Suri;Male;2019-05-28;Maidenhead
14931;Andres Pal;Male;2019-05-28;Paris
22404;Margaret Xu;Female;2019-05-28;Hobart
28727;Brett Madan;Male;2019-05-28;Roncq
24907;Megan Price;Female;2019-05-28;Hobart
26429;Reginald Ortega;Male;2019-05-28;Cloverdale
26540;Jada Sanchez;Female;2019-05-29;Colma
22577;Bryant Sai;Male;2019-05-29;Port Macquarie
15389;Joan King;Female;2019-05-29;Palo Alto
15372;Miguel Alexander;Male;2019-05-29;Bremerton
13487;Emily Martin;Female;2019-05-29;Spring Valley
13492;Christian Foster;Male;2019-05-29;Burbank
14121;Devon Goel;Male;2019-05-29;Bremerton
12287;Andre Arun;Male;2019-05-29;Kirkby
16305;Stanley Gonzalez;Male;2019-05-29;Ingolstadt
16451;Karl Stone;Male;2019-05-30;Mühlheim
17627;Dennis Chen;Male;2019-05-30;Maidenhead
12316;Alejandro Luo;Male;2019-05-30;London
14285;Taylor Hughes;Female;2019-05-30;Burlingame
13730;Walter Suarez;Male;2019-05-30;Bellingham
15473;Abigail Jenkins;Female;2019-05-30;Coronado
22913;Valerie Lu;Female;2019-05-30;Silverwater
22927;Jon Guo;Male;2019-05-30;Malabar
22940;Briana Ashe;Female;2019-05-30;Cloverdale
20830;Whitney Martinez;Female;2019-05-30;Eilenburg
26649;Emily Perry;Female;2019-05-30;Concord
26634;Devin Walker;Male;2019-05-31;Novato
26585;Alejandro Xu;Male;2019-05-31;Newcastle
22932;Maurice Jai;Male;2019-05-31;Matraville
15472;Jennifer Torres;Female;2019-05-31;Marysville
13718;Marcus Barnes;Male;2019-05-31;Redmond
14288;Christina Ramirez;Female;2019-05-31;El Cajon
13114;Claudia Zhang;Female;2019-05-31;Milsons Point
17182;Jessica Patterson;Female;2019-05-31;York
19310;Evelyn Raman;Female;2019-05-31;Paris
19297;Cedric Xie;Male;2019-06-01;Les Ulis
19361;Stacey Sun;Female;2019-06-01;Leeds
16946;Teresa Diaz;Female;2019-06-01;York
16475;Kurt Anand;Male;2019-06-01;Essen
12385;Tara Raji;Female;2019-06-01;Berks
14289;Jessica Martinez;Female;2019-06-01;Santa Cruz
14253;Eduardo Scott;Male;2019-06-01;Burbank
13733;Sydney Collins;Female;2019-06-01;Burien
15070;Alfredo Navarro;Male;2019-06-01;Paris
14957;Lacey Shan;Female;2019-06-01;Paris
22912;Mallory Moreno;Female;2019-06-01;Lane Cove
22953;Barbara Liang;Female;2019-06-01;Hobart
23098;Pedro Rubio;Male;2019-06-01;Coffs Harbour
23102;Barbara Zeng;Female;2019-06-01;Sydney
26633;Gabrielle Ward;Female;2019-06-01;Los Angeles
26619;Thomas Hill;Male;2019-06-01;Olympia
15466;Elijah Perez;Male;2019-06-02;San Carlos
14267;Lauren Wood;Female;2019-06-02;Corvallis
13117;Evelyn Rodriguez;Female;2019-06-02;Sydney
13107;Mary Nelson;Female;2019-06-03;Brisbane
12232;Sean Hernandez;Male;2019-06-03;Paderborn
13735;Dennis Guo;Male;2019-06-03;Bremerton
15471;Destiny White;Female;2019-06-03;Palo Alto
15411;Jay Chandra;Male;2019-06-03;Burlingame
17651;Ethan Butler;Male;2019-06-03;Saint Germain en Laye
19309;Frank Suarez;Male;2019-06-03;Colombes
26618;Amanda Morris;Female;2019-06-03;Santa Cruz
26645;Morgan Richardson;Female;2019-06-03;Concord
26503;Jeremiah Townsend;Male;2019-06-03;Newton
27265;Isabella Thomas;Female;2019-06-03;Metchosin
22987;Jerome Dominguez;Male;2019-06-03;Milsons Point
22907;Barry Sai;Male;2019-06-03;Rhodes
20651;Timothy Cooper;Male;2019-06-04;Westminster
17647;Molly Lopez;Female;2019-06-04;Dunkerque
14998;Robert Rodriguez;Male;2019-06-04;Tremblay-en-France
12380;Omar Yuan;Male;2019-06-04;Billericay
12328;Eugene Zhao;Male;2019-06-04;London
13110;Levi Mehta;Male;2019-06-04;Lane Cove
14966;Derrick Vazquez;Male;2019-06-05;Saint Ouen
15409;Eduardo Cooper;Male;2019-06-05;Puyallup
15404;Sydney Robinson;Female;2019-06-05;Torrance
15433;Adam Sharma;Male;2019-06-05;Concord
13734;Kristi Gonzalez;Female;2019-06-05;Berkeley
17225;Lawrence Dominguez;Male;2019-06-05;Watford
17097;Deanna Kapoor;Female;2019-06-05;Watford
17098;Willie Shan;Male;2019-06-05;Wokingham
18167;Raul Chander;Male;2019-06-05;Frankfurt am Main
20828;Jaclyn Shan;Female;2019-06-05;Braunschweig
22909;Tommy Goel;Male;2019-06-05;Hervey Bay
22942;Brittney She;Female;2019-06-05;Perth
22961;Nina She;Female;2019-06-05;Wollongong
23105;Karl Andersen;Male;2019-06-05;Rockhampton
26641;Arturo Xie;Male;2019-06-05;Bellflower
26626;Dalton Taylor;Male;2019-06-05;Burlingame
26447;Noah Russell;Male;2019-06-05;Rockhampton
26611;Kayla Henderson;Female;2019-06-06;Concord
26642;Gabrielle Evans;Female;2019-06-06;W. Linn
26512;Christina Cooper;Female;2019-06-06;Langley
26587;Mario Johnsen;Male;2019-06-06;Port Macquarie
24917;Arthur Gomez;Male;2019-06-06;Cloverdale
24912;Krystal Li;Female;2019-06-06;Geelong
22939;Rebekah Arthur;Female;2019-06-06;Milsons Point
22929;Isabella Davis;Female;2019-06-06;Brisbane
20669;Rachel Ross;Female;2019-06-06;Shawnee
17214;Damien Liu;Male;2019-06-06;London
13525;Cassandra Van;Female;2019-06-06;Lavender Bay
13126;Lydia Suri;Female;2019-06-07;Melton
12229;Kari Gomez;Female;2019-06-07;Mühlheim
20866;David Jones;Male;2019-06-07;Kirkby
20808;Julie Jai;Female;2019-06-07;Kassel
22954;Justin Thompson;Male;2019-06-07;Townsville
24913;Kelsey Lal;Female;2019-06-07;St. Leonards
26567;Michele Rai;Female;2019-06-07;Lavender Bay
26566;Crystal Chen;Female;2019-06-08;Sunbury
26602;Noah Yang;Male;2019-06-08;Lemon Grove
26603;Sheila Ruiz;Female;2019-06-08;Burlingame
26606;Hannah Harris;Female;2019-06-08;Puyallup
24920;Amy Cai;Female;2019-06-08;Melbourne
12402;Albert Moreno;Male;2019-06-08;London
13132;Casey Vazquez;Male;2019-06-08;Sydney
13135;Johnny Rai;Male;2019-06-08;Springwood
14272;Sydney Ward;Female;2019-06-08;Puyallup
19362;Karl Raje;Male;2019-06-08;London
14255;Jonathan Jackson;Male;2019-06-09;Edmonds
13736;Cole Rivera;Male;2019-06-09;Spring Valley
15427;Jade Murphy;Female;2019-06-09;San Diego
15417;Alvin Lu;Male;2019-06-09;Chula Vista
15071;Krista Gutierrez;Female;2019-06-09;Lille
15072;Whitney Subram;Female;2019-06-09;Tremblay-en-France
15003;Dennis Yang;Male;2019-06-09;Pantin
13139;Carmen Perez;Female;2019-06-09;Lane Cove
26635;Jasmine Harris;Female;2019-06-09;Grossmont
26631;Isaiah Stewart;Male;2019-06-09;Newport Beach
28740;Alisha Alan;Female;2019-06-09;Paris
22959;Julie Yuan;Female;2019-06-09;Gold Coast
20879;Pamela Sanchez;Female;2019-06-09;London
20656;Marcus Perry;Male;2019-06-09;Sooke
22908;Eddie Ortega;Male;2019-06-10;Seaford
26638;Olivia Flores;Female;2019-06-10;Tacoma
26617;Isaiah Peterson;Male;2019-06-10;Santa Monica
26560;Lindsey Shen;Female;2019-06-10;Newcastle
13112;Bianca Gao;Female;2019-06-10;North Sydney
13104;Gregory Becker;Male;2019-06-10;Darlinghurst
13105;Whitney Kovár;Female;2019-06-10;Bendigo
15064;Erik Rubio;Male;2019-06-10;Paris
15082;Kelvin Lal;Male;2019-06-10;Villeneuve-d'Ascq
13724;Charles Thompson;Male;2019-06-10;Mill Valley
14284;Wyatt Anderson;Male;2019-06-10;Sedro Woolley
19337;Bonnie Luo;Female;2019-06-10;Runcorn
18176;Bradley Kumar;Male;2019-06-10;Leipzig
17203;Christine Raje;Female;2019-06-10;Newcastle upon Tyne
16442;Luke Gonzalez;Male;2019-06-10;Frankfurt
16422;Kurt Xu;Male;2019-06-10;Saarbrücken
16411;Stanley Sanchez;Male;2019-06-10;Offenbach
16448;Cheryl Martin;Female;2019-06-11;Kiel
19295;Katelyn Green;Female;2019-06-11;Metz
14256;Elizabeth Robinson;Female;2019-06-11;Lynnwood
13119;Jaclyn Guo;Female;2019-06-11;Caloundra
12318;Kristina Schmidt;Female;2019-06-11;Warrington
12335;Francisco Ashe;Male;2019-06-11;Runcorn
26676;Emily Jenkins;Female;2019-06-11;Lemon Grove
24918;Warren Cai;Male;2019-06-11;South Melbourne
22921;Kelsey Shen;Female;2019-06-11;East Brisbane
22931;Logan Johnson;Male;2019-06-11;Caloundra
22905;Joe Schmidt;Male;2019-06-11;Springwood
22943;Timothy Parker;Male;2019-06-11;Sydney
22958;Brandy Fernandez;Female;2019-06-12;Findon
22936;Jill Diaz;Female;2019-06-12;Geelong
20833;Douglas Sai;Male;2019-06-12;Frankfurt am Main
26684;Dustin Andersen;Male;2019-06-12;Berkeley
26622;Jan Howard;Female;2019-06-12;Edmonds
26561;Hannah Lewis;Female;2019-06-12;Bendigo
26562;Edward Wilson;Male;2019-06-12;Coffs Harbour
13122;Catherine Cox;Female;2019-06-12;Bendigo
14242;Rafael Ye;Male;2019-06-12;Bremerton
13716;Brandon Jai;Male;2019-06-12;Downey
15399;Mackenzie Murphy;Female;2019-06-12;Berkeley
14960;Leonard Pal;Male;2019-06-12;Colombes
14946;Frederick Vance;Male;2019-06-12;Paris
19029;Alicia Andersen;Female;2019-06-12;Berlin
19315;Devon Sharma;Male;2019-06-12;Pantin
16414;Kelly Flores;Female;2019-06-12;Darmstadt
17218;Craig Carlson;Male;2019-06-13;Bracknell
17085;Edwin Deng;Male;2019-06-13;Stoke-on-Trent
26604;Elizabeth West;Female;2019-06-13;San Diego
20831;Drew Xu;Male;2019-06-13;Münster
22906;Jessie Moreno;Female;2019-06-13;North Ryde
20726;Beth Romero;Female;2019-06-14;Berlin
26571;Lacey Pal;Female;2019-06-14;East Brisbane
26504;Jennifer Robinson;Female;2019-06-14;Royal Oak
28756;Stacey Hee;Female;2019-06-14;Lieusaint
19296;Jake Zheng;Male;2019-06-14;Paris
14948;Damien Lal;Male;2019-06-14;Paris
15419;Carlos Baker;Male;2019-06-14;Corvallis
15422;Kelly Griffin;Female;2019-06-14;W. Linn
13726;Austin Lewis;Male;2019-06-14;Torrance
13123;Kelli Raji;Female;2019-06-14;Coffs Harbour
13133;Devon Kennedy;Male;2019-06-14;North Sydney
13113;Bryant Sanchez;Male;2019-06-15;Goulburn
12231;Isabelle Patterson;Female;2019-06-15;Solingen
13741;Haley Morgan;Female;2019-06-15;Imperial Beach
15428;Richard Howard;Male;2019-06-15;Spring Valley
17207;Ian Torres;Male;2019-06-15;York
26568;Nancy Kovar;Female;2019-06-15;South Melbourne
26569;Michelle Sanchez;Female;2019-06-15;Hervey Bay
26632;Isabella Moore;Female;2019-06-15;Bellingham
24919;Carl Shan;Male;2019-06-15;Gold Coast
22935;Tamara Shen;Female;2019-06-15;Rhodes
23106;Kathryn Yuan;Female;2019-06-15;Wollongong
23101;Barbara Lal;Female;2019-06-16;Coffs Harbour
23097;Tony Natsuhara;Male;2019-06-16;South Melbourne
26650;Kevin Collins;Male;2019-06-16;Lincoln Acres
26614;Richard Robinson;Male;2019-06-16;Seattle
28757;Ronald Rodriguez;Male;2019-06-16;Paris
28739;Mya Perry;Female;2019-06-16;Bobigny
17646;Leah Xu;Female;2019-06-16;Colombes
12266;Tiffany Lin;Female;2019-06-16;Paderborn
12394;Erika Serrano;Female;2019-06-16;Liverpool
13106;Ebony Munoz;Female;2019-06-16;Malabar
13134;Sara Morgan;Female;2019-06-17;Townsville
12237;Ruth Madan;Female;2019-06-17;Kassel
15002;Jenny Lin;Female;2019-06-17;Colomiers
13518;Brendan Goldstein;Male;2019-06-17;Cloverdale
13520;Carol Nelson;Female;2019-06-17;Bendigo
18185;Laura Huang;Female;2019-06-17;Leipzig
28728;Dylan Long;Male;2019-06-17;Dunkerque
28751;Joe Belson;Male;2019-06-17;Paris
26616;Colin Goel;Male;2019-06-17;Beaverton
26609;Abigail Kelly;Female;2019-06-17;Beaverton
26644;Jenna Hernandez;Female;2019-06-17;Port Orchard
26646;Jordyn Perry;Female;2019-06-17;Oakland
22946;Bryant Kapoor;Male;2019-06-17;Lavender Bay
22988;Patricia Madan;Female;2019-06-17;Rhodes
22934;Tonya Kumar;Female;2019-06-18;Rockhampton
20665;James Evans;Male;2019-06-18;Oak Bay
26570;Hunter Gonzales;Male;2019-06-18;Sydney
